uid_adresse;cle_interop;commune_insee;commune_nom;commune_deleguee_insee;commune_deleguee_nom;voie_nom;lieudit_complement_nom;numero;suffixe;position;x;y;long;lat;cad_parcelles;source;date_der_maj;commune_nom_bre;commune_deleguee_nom_bre;voie_nom_bre;lieudit_complement_bre;certification_commune
@a:a27835f0-e002-4caf-8344-3acffe0b427a @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00015;35047;Bruz;;;Avenue Alphonse Legault;;15;;parcelle;346624.28;6780036.5;-1.7433393051084158;48.02516188068797;350047000AS0635;Rennes Métropole;2023-11-17;Bruz;;Bali Alphonse Legault;;1
@a:91e799fe-4a22-4364-bf29-2153d7280cb0 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00015_bis;35047;Bruz;;;Avenue Alphonse Legault;;15;bis;parcelle;346642.4;6780038;-1.743097757057414;48.025183060573234;350047000AS0634;Rennes Métropole;2023-11-17;Bruz;;Bali Alphonse Legault;;1
@a:76563b63-ad53-413b-a77f-bf7a16d28d7e @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00016;35047;Bruz;;;Avenue Alphonse Legault;;16;;parcelle;346512.56;6780010;-1.74481361856515;48.02485998841525;350047000AS1145|350047000AS1176|350047000AS1186|350047000AS1191|350047000AS1197;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:1ad056c6-15d5-4d80-a062-37be703a477a @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00017;35047;Bruz;;;Avenue Alphonse Legault;;17;;parcelle;346655.2;6780038;-1.7429265564162173;48.02519181719578;350047000AS0956;Rennes Métropole;2023-01-19;Bruz;;Bali Alphonse Legault;;1
@a:74337256-44db-4453-9ea7-63f0fc6306c3 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00017_bis;35047;Bruz;;;Avenue Alphonse Legault;;17;bis;parcelle;346668.94;6780039;-1.7427429168969732;48.02520509937872;350047000AS0956;Rennes Métropole;2023-01-19;Bruz;;Bali Alphonse Legault;;1
@a:9670d9f4-b0c8-4b88-91eb-d176978da30b @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00017_ter;35047;Bruz;;;Avenue Alphonse Legault;;17;ter;bâtiment;346686.72;6780039.5;-1.7425055372756373;48.0252218064574;350047000AS0756;Rennes Métropole;2023-01-19;Bruz;;Bali Alphonse Legault;;1
@a:fc0c97bb-a66c-404a-84e3-17740e1689a8 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00019;35047;Bruz;;;Avenue Alphonse Legault;;19;;bâtiment;346700.12;6780040;-1.7423263203313009;48.02523415730768;350047000AS1130;Rennes Métropole;2023-01-19;Bruz;;Bali Alphonse Legault;;1
@a:2aa34296-37c1-491b-94bb-f9864b86633e @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00021;35047;Bruz;;;Avenue Alphonse Legault;;21;;bâtiment;346718.28;6780040.5;-1.7420838455310266;48.025248599493125;350047000AS0066|350047000AS0067;Rennes Métropole;2023-01-19;Bruz;;Bali Alphonse Legault;;1
@a:23637f33-ca63-4839-a925-fdd0b4d1eeef @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00023;35047;Bruz;;;Avenue Alphonse Legault;;23;;bâtiment;346729.75;6780041;-1.7419303920845595;48.02525816777405;350047000AS0069|350047000AS0967;Rennes Métropole;2023-01-19;Bruz;;Bali Alphonse Legault;;1
@a:77639d8b-5f7a-4604-950b-e07e74fafc78 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00025;35047;Bruz;;;Avenue Alphonse Legault;;25;;parcelle;346745.22;6780041.5;-1.7417237896523208;48.02527113264725;350047000AS0395;Rennes Métropole;2023-01-19;Bruz;;Bali Alphonse Legault;;1
@a:ebb42d4f-7d1c-4e2a-a56e-8f67a36e196b @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00025_bis;35047;Bruz;;;Avenue Alphonse Legault;;25;bis;parcelle;346757.7;6780042;-1.7415572549424259;48.02528206444545;350047000AS0396;Rennes Métropole;2023-01-19;Bruz;;Bali Alphonse Legault;;1
@a:0cc56cd7-77a6-47d7-8323-bf34b3eebfe1 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00028;35047;Bruz;;;Avenue Alphonse Legault;;28;;parcelle;346570.03;6780015;-1.7440484261426468;48.02493901862398;350047000AS1248|350047000AS0500|350047000AS1244|350047000AS1246|350047000AS1250;Rennes Métropole;2023-11-17;Bruz;;Bali Alphonse Legault;;1
@a:2942136c-e95c-43ec-9e1e-ed629191853a @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00029;35047;Bruz;;;Avenue Alphonse Legault;;29;;parcelle;346797.66;6780043.5;-1.741022995127116;48.025314845266344;350047000AS0720|350047000AS0416;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:75c9e165-32e8-4f25-b01b-8e1bb59b777f @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00029_bis;35047;Bruz;;;Avenue Alphonse Legault;;29;bis;parcelle;346827.3;6780044.5;-1.7406271748464859;48.02534340736452;350047000AS0698;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:fc4e0901-6c40-4796-8ca3-79330dea4ba8 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00030;35047;Bruz;;;Avenue Alphonse Legault;;30;;bâtiment;346595.2;6779979;-1.743682376387289;48.02462812648085;350047000AS0177|350047000AS0500|350047000AS1244|350047000AS1246|350047000AS1250;Rennes Métropole;2023-11-17;Bruz;;Bali Alphonse Legault;;1
@a:731344a6-dc9f-4613-9650-ac81e9dbb285 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00031;35047;Bruz;;;Avenue Alphonse Legault;;31;;bâtiment;346849.47;6780046;-1.740331349905203;48.025364595401065;350047000AS0074;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:a972d41d-e87c-44ad-8212-89ba056154da @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00032;35047;Bruz;;;Avenue Alphonse Legault;;32;;bâtiment;346612.78;6780016;-1.7434766808088893;48.02496941607158;350047000AS0869;Rennes Métropole;2023-11-17;Bruz;;Bali Alphonse Legault;;1
@a:9b9f1a98-5b7d-4957-be91-cb3a96185e13 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00032_bis;35047;Bruz;;;Avenue Alphonse Legault;;32;bis;bâtiment;346637.4;6780017.5;-1.74314814466709;48.02499471805618;350047000AS0660|350047000AS1037;Rennes Métropole;2023-11-17;Bruz;;Bali Alphonse Legault;;1
@a:4d464921-ce97-46a6-a02f-48007493d6c3 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00033;35047;Bruz;;;Avenue Alphonse Legault;;33;;bâtiment;346865.78;6780046.5;-1.7401133857933393;48.02537975042364;350047000AS0980;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:27804c78-27b4-48f9-937a-49c16f7e0639 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00033_bis;35047;Bruz;;;Avenue Alphonse Legault;;33;bis;parcelle;346871.84;6780071;-1.7400519954194125;48.02560515497206;350047000AS0978|350047000AS0981;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:59852807-e722-4c72-bbdd-43f28762267d @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00034;35047;Bruz;;;Avenue Alphonse Legault;;34;;bâtiment;346644.8;6779988;-1.7430249620688587;48.02473530572884;350047000AS1038;Rennes Métropole;2023-11-17;Bruz;;Bali Alphonse Legault;;1
@a:96f9450a-3e64-4db8-bd63-54333b8df358 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00035;35047;Bruz;;;Avenue Alphonse Legault;;35;;bâtiment;346886.1;6780047.5;-1.7398420032050108;48.02539873470639;350047000AS0078|350047000AS0079;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:85c73e93-cea7-4d60-9f09-9b3bfb290363 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00035_bis;35047;Bruz;;;Avenue Alphonse Legault;;35;bis;parcelle;346908.38;6780048.5;-1.7395442379046833;48.0254192771928;350047000AS0858;Rennes Métropole;2023-06-15;Bruz;;Bali Alphonse Legault;;1
@a:e67c60df-7ae4-4dba-aed8-3722e95be5d8 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00037;35047;Bruz;;;Avenue Alphonse Legault;;37;;bâtiment;346924.62;6780049;-1.7393272433900493;48.02543434471216;350047000AS0857;Rennes Métropole;2023-06-15;Bruz;;Bali Alphonse Legault;;1
@a:5ee1433a-8ad6-4a65-8408-10bb29e7fc07 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00038;35047;Bruz;;;Avenue Alphonse Legault;;38;;parcelle;346675.53;6780018;-1.74263824827866;48.02502339700124;350047000AS1262|350047000AS1260;Rennes Métropole;2023-01-19;Bruz;;Bali Alphonse Legault;;1
@a:88e87010-4a38-4453-8282-40a6b8952b23 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00039;35047;Bruz;;;Avenue Alphonse Legault;;39;;bâtiment;346943.4;6780074;-1.7390958824778737;48.02566814775085;350047000AS0997|350047000AS0082|350047000AS0087;Rennes Métropole;2024-03-29;Bruz;;Bali Alphonse Legault;;1
@a:2c21fb44-618f-4556-aeba-478755041ddf @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00040;35047;Bruz;;;Avenue Alphonse Legault;;40;;bâtiment;346697.56;6780020.5;-1.7423449958293251;48.0250547959098;350047000AS0171;Rennes Métropole;2023-01-19;Bruz;;Bali Alphonse Legault;;1
@a:b56c5c7f-ddfc-4ae9-aeb4-bbea5c7354a5 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00042;35047;Bruz;;;Avenue Alphonse Legault;;42;;parcelle;346714.84;6780021;-1.7421140869252156;48.025070046265284;350047000AS0861|350047000AS0860|350047000AS0863;Rennes Métropole;2023-01-19;Bruz;;Bali Alphonse Legault;;1
@a:618475b2-a1ea-47d8-a229-034dc7f846f8 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00044;35047;Bruz;;;Avenue Alphonse Legault;;44;;parcelle;346730.62;6780021.5;-1.741903309090887;48.025084169836695;350047000AS0859|350047000AS0864;Rennes Métropole;2023-01-19;Bruz;;Bali Alphonse Legault;;1
@a:b5543a44-1bca-4e59-8bb1-2e937a95b9c5 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00045;35047;Bruz;;;Avenue Alphonse Legault;;45;;parcelle;347006.9;6780052.5;-1.7382285597020048;48.02551232188225;350047000AS0866;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:2f956015-718a-484d-86b8-30096ad03318 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00046;35047;Bruz;;;Avenue Alphonse Legault;;46;;parcelle;346745.8;6780022;-1.7417002436551057;48.0250965857702;350047000AS0168|350047000AS0731;Rennes Métropole;2023-01-19;Bruz;;Bali Alphonse Legault;;1
@a:ba8b8e8f-4382-4c5c-a902-cd6c32dfa779 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00047;35047;Bruz;;;Avenue Alphonse Legault;;47;;bâtiment;347031.28;6780054.5;-1.7379033001557112;48.02554003438721;350047000AS0459|350047000AS1134;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:30ea12a5-03c5-4b42-b1a7-2a62cc46affd @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00048;35047;Bruz;;;Avenue Alphonse Legault;;48;;parcelle;346768.22;6780023;-1.7414005052028676;48.025114854595756;350047000AS0166;Rennes Métropole;2023-01-19;Bruz;;Bali Alphonse Legault;;1
@a:fd10b0d5-97d5-4089-8d3a-2a9ed550cf0f @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00049;35047;Bruz;;;Avenue Alphonse Legault;;49;;bâtiment;347046.03;6780054.5;-1.7377059719684933;48.02554920555488;350047000AS0898|350047000AS0899;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:e5fd5d15-43ef-4d2d-b05c-8a03557f53f9 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00050;35047;Bruz;;;Avenue Alphonse Legault;;50;;bâtiment;346793.38;6780023;-1.7410640663700379;48.02513149446515;350047000AS0165|350047000AS0164;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:23869146-875c-430d-9513-cc903a11cad7 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00051;35047;Bruz;;;Avenue Alphonse Legault;;51;;bâtiment;347060.8;6780057.5;-1.7375106369858009;48.02558397550834;350047000AS1055;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:e034ce37-1d6f-44e2-a9e5-93d6aadf53ac @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00051_bis;35047;Bruz;;;Avenue Alphonse Legault;;51;bis;bâtiment;347060.97;6780083;-1.7375290737526392;48.0258140324124;350047000AS1056;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:8846e6db-fafa-445e-b7a5-0e2ff29a2470 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00051_ter;35047;Bruz;;;Avenue Alphonse Legault;;51;ter;bâtiment;347059.9;6780093.5;-1.737551465264206;48.025906573686775;350047000AS1056;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:a8ab0016-a408-47d4-acc9-8145ae6d1d3d @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00052;35047;Bruz;;;Avenue Alphonse Legault;;52;;parcelle;346815.5;6780024.5;-1.7407688069568172;48.025155156459896;350047000AS0162|350047000AS0163;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:a4ff3e02-5339-4ad4-8ea0-dd7305586a2b @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00053;35047;Bruz;;;Avenue Alphonse Legault;;53;;bâtiment;347084.12;6780056;-1.7371969770044604;48.02558282336303;350047000AS0113|350047000AS0715|350047000AS0716|350047000AS1099|350047000BE0193|350047000BE0194|350047000BE0302;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:4525a78c-8bc7-4692-aa29-ab76774c93be @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00054;35047;Bruz;;;Avenue Alphonse Legault;;54;;bâtiment;346833.53;6780025;-1.7405279764511647;48.02517075300225;350047000AS0160|350047000AS0389;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:13d08227-b4d0-4edf-93a5-51c2c433118d @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00054_bis;35047;Bruz;;;Avenue Alphonse Legault;;54;bis;parcelle;346854.16;6780025;-1.7402517464073113;48.025181504675615;350047000AS1224;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:eba69015-0830-41ce-a105-9744d36e00b8 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00055;35047;Bruz;;;Avenue Alphonse Legault;;55;;parcelle;347101.97;6780056.5;-1.7369582881998065;48.02559515462831;350047000AS0114|350047000AS0115;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:84c22938-fb38-4a38-8449-ea08a84f2e18 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00056;35047;Bruz;;;Avenue Alphonse Legault;;56;;bâtiment;346869.75;6780026.5;-1.740044153500837;48.025203861311255;350047000AS0157|350047000AS0159|350047000AS1223;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:b6326e23-326a-47d5-91df-3182b2bb4ebc @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00057;35047;Bruz;;;Avenue Alphonse Legault;;57;;parcelle;347124.2;6780057.5;-1.7366615920859814;48.02561689979311;350047000AS0118|350047000AS0116|350047000AS0117;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:2a99af93-d530-4c89-a2f6-0b3d759ec0d6 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00057_bis;35047;Bruz;;;Avenue Alphonse Legault;;57;bis;parcelle;347141.72;6780058;-1.7364273456723789;48.02563194285332;350047000AS0119;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:097efb1e-52da-4b31-9f1c-8baa1be029b5 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00058;35047;Bruz;;;Avenue Alphonse Legault;;58;;bâtiment;346882.8;6780027.5;-1.7398698368090777;48.02521679713749;350047000AS0156;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:c2f7b3a3-4f0b-4e3b-a7e5-d26bd4cf5888 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00059;35047;Bruz;;;Avenue Alphonse Legault;;59;;bâtiment;347089.34;6780138;-1.7371934287116007;48.026323969795534;350047000AS0120|350047000AS0715|350047000AS0716|350047000AS1099|350047000BE0193|350047000BE0194|350047000BE0302;Rennes Métropole;2021-04-29;Bruz;;Bali Alphonse Legault;;1
@a:e4b38f80-00af-4bd7-b5f4-2995d0a34917 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00059_bis;35047;Bruz;;;Avenue Alphonse Legault;;59;bis;parcelle;347164.84;6780109;-1.7361590623129493;48.02610511382768;350047000AS1132|350047000AS0124;Rennes Métropole;2021-04-29;Bruz;;Bali Alphonse Legault;;1
@a:d9216a46-b11d-4c28-a5c3-6812bd501139 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00059_ter;35047;Bruz;;;Avenue Alphonse Legault;;59;ter;parcelle;347163.72;6780127.5;-1.736188963433161;48.02626900158569;350047000AS1131;Rennes Métropole;2021-04-29;Bruz;;Bali Alphonse Legault;;1
@a:b97110f6-f208-46b8-a3c2-5582a5dd5f5b @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00060;35047;Bruz;;;Avenue Alphonse Legault;;60;;bâtiment;346902.62;6780028;-1.7396049741222936;48.025234828602656;350047000AS0403;Rennes Métropole;2023-06-15;Bruz;;Bali Alphonse Legault;;1
@a:9c3c9def-a813-410f-91b5-92bb295320ac @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00061;35047;Bruz;;;Avenue Alphonse Legault;;61;;bâtiment;347174.3;6780061;-1.735993351438633;48.02567542594419;350047000AS0125;Rennes Métropole;2021-04-29;Bruz;;Bali Alphonse Legault;;1
@a:797e812b-5a3b-43d5-aae5-874788e00f0a @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00062;35047;Bruz;;;Avenue Alphonse Legault;;62;;bâtiment;346916.53;6780028.5;-1.7394191530866254;48.025246755498976;350047000AS0404;Rennes Métropole;2023-06-15;Bruz;;Bali Alphonse Legault;;1
@a:82c476e9-ce02-4585-9b30-9434f6f7b1f7 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00063;35047;Bruz;;;Avenue Alphonse Legault;;63;;parcelle;347193.25;6780060;-1.7357392160389558;48.02567904992768;350047000AS0126|350047000AS0127;Rennes Métropole;2021-04-29;Bruz;;Bali Alphonse Legault;;1
@a:e26f323b-d836-47d7-9aa6-4ebaa7c7d841 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00064;35047;Bruz;;;Avenue Alphonse Legault;;64;;bâtiment;346929.88;6780029;-1.7392408968413;48.02525842471394;350047000AS0405;Rennes Métropole;2023-06-15;Bruz;;Bali Alphonse Legault;;1
@a:b420dcaf-0941-4565-936f-b8b98f2118ec @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00065;35047;Bruz;;;Avenue Alphonse Legault;;65;;parcelle;347220.44;6780061.5;-1.7353761732063535;48.02570692266055;350047000AS1033;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:18188378-c434-4e9a-ae01-2637b183b3e0 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00065_bis;35047;Bruz;;;Avenue Alphonse Legault;;65;bis;parcelle;347214.28;6780082.5;-1.7354754647195396;48.025891367350226;350047000AS1031;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:5cc3a24b-2bd3-4099-aa32-2ec3bc69520f @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00065_ter;35047;Bruz;;;Avenue Alphonse Legault;;65;ter;bâtiment;347212.62;6780097.5;-1.7355099572612267;48.02602631069444;350047000AS1030;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:36b0a1b3-d26b-4dc8-8d06-58b5ead406ab @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00066;35047;Bruz;;;Avenue Alphonse Legault;;66;;bâtiment;346944.38;6780029.5;-1.7390471723937893;48.02527153249405;350047000AS0406;Rennes Métropole;2024-03-29;Bruz;;Bali Alphonse Legault;;1
@a:8cbe7cae-8433-4f28-97b6-04f1f49d3f60 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00066_bis_a;35047;Bruz;;;Avenue Alphonse Legault;;66;bis A;parcelle;347004.3;6780011;-1.7382295394090912;48.02513592957744;350047000AS1010;Rennes Métropole;2023-06-15;Bruz;;Bali Alphonse Legault;;1
@a:f59ed044-ee8a-440b-9204-f338777531fd @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00066_bis_b;35047;Bruz;;;Avenue Alphonse Legault;;66;bis B;parcelle;346988.78;6780005;-1.738432578359729;48.02507253930559;350047000AS1010;Rennes Métropole;2023-06-15;Bruz;;Bali Alphonse Legault;;1
@a:789481b9-7470-4dc6-b01d-530bc9e41d14 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00066_bis_c;35047;Bruz;;;Avenue Alphonse Legault;;66;bis C;parcelle;346977.03;6780005;-1.7385901962053198;48.02506657772735;350047000AS1010;Rennes Métropole;2023-06-15;Bruz;;Bali Alphonse Legault;;1
@a:13228296-7e3f-4cf2-b359-bff740d40354 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00066_bis_d;35047;Bruz;;;Avenue Alphonse Legault;;66;bis D;bâtiment;346959.44;6780011.5;-1.738831108214794;48.025116971892984;350047000AS1010;Rennes Métropole;2023-06-15;Bruz;;Bali Alphonse Legault;;1
@a:74b749d3-2f76-4387-ac4d-bfb34304fbf2 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00067;35047;Bruz;;;Avenue Alphonse Legault;;67;;parcelle;347238;6780062;-1.7351415440982498;48.02572018560534;350047000AS1027;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
@a:4d06b982-3a45-42dd-b59d-81f353295b09 @v:315e4621-5d24-4980-9729-b74dc368fbf8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0010_00067_bis;35047;Bruz;;;Avenue Alphonse Legault;;67;bis;bâtiment;347232.53;6780089.5;-1.7352367042230394;48.02596506310622;350047000AS1025;Rennes Métropole;2021-03-15;Bruz;;Bali Alphonse Legault;;1
